name,speciality,average_score,hospital_name,city,state
"Dr. Jamal Hoballah, MD",Critical Care Surgery,0,UNIVERSITY OF IOWA HOSPITAL,Iowa City,IA
"Dr. Clinton Pace Jr, MD",Critical Care Surgery,0,Mercy Clinic,Springfield,MO
"Dr. Barbara Latenser, MD",Critical Care Surgery,5,UNIVERSITY OF IOWA HOSP MEDICINE SPECIALTIES CLINIC,Iowa City,IA
"Dr. Kimberly Ephgrave, MD",Critical Care Surgery,0,UNIVERSITY OF IOWA HOSPITALS AND CLINIC,Iowa City,IA
"Dr. Lucy Wibbenmeyer, MD",Critical Care Surgery,0,UNIVERSITY OF IOWA HOSPITALS AND CLINIC,Iowa City,IA
"Dr. Michael Donegan, DO",Emergency Medicine,0,EVANGELICAL HOSPITAL,Lewisburg,PA
"Dr. William Lynch, MD",Critical Care Surgery,3,E Medical Center,Ann Arbor,MI
"Dr. Teresa Jones, MD",Critical Care Surgery,0,Eastern Colorado Health System,Denver,CO
"Dr. Sheryl Sahr, MD",Critical Care Surgery,0,Iowa Clinic,Des Moines,IA
"Dr. Peter Tonui, MD",Critical Care Surgery,5,Iowa Clinic,Des Moines,IA
"Dr. James Swegle, MD",Critical Care Surgery,3,Iowa Clinic,Des Moines,IA
"Dr. Salman Ahmad, MD",Critical Care Surgery,5,UNIVERSITY HOSPITAL,Aliquippa,PA
"Dr. Bradley Phillips, MD",Critical Care Surgery,5,Swedish Medical Center,Englewood,CO
"Dr. Sean Kumer, MD",General Surgery,5,UVA Hospital,Charlottesville,VA
"Dr. Justin Smith, MD",Psychosomatic Medicine,0,MASSACHUSSETTS GENERAL HOSPITAL,Boston,MA
"Dr. Maulik Purohit, MD",Physical Medicine & Rehabilitation,0,VIRGINIA HOSPITAL CENTER OUTPATIENT CLINIC,Arlington,VA
"Dr. Michael Yochelson, MD",Brain Injury Medicine,3.5,National Rehabiliation Hospital,Washington,DC
"Dr. Patricia McEntire, MD",Forensic Psychiatry,5,RADER PEDIATRIC CLINIC,Fort Myer,VA
"Dr. Christopher Thomas, MD",Hematology,0,University Virginia Cancer Center,Charlottesville,VA
"Dr. Mary Ogunsanya, MD",Pediatrics,3,Maryland Childrens Health Ctr,Glenn Dale,MD
"Dr. Patricia Richards, MD",Pediatrics,5,Kaiser Permanente Largo,Largo,MD
"Dr. Tami Collins, MD",Pediatrics,5,Kaiser Permanente Camp Springs Medical Center,Temple Hills,MD
"Dr. Joseph Motacki, MD",Psychiatry,0,York Hospital Specialty Clinic,York,PA
"Dr. Peter Hartmann, MD",Family Medicine,0,York Hospital Specialty Clinic,York,PA
"Dr. Upendra Mahat, MD",Pediatrics,5,CALVERT MEMORIAL HOSPITAL,Prince Frederick,MD
"Dr. Kelly Davidson, MD",Hematology,5,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. David Jacobsohn, MD",Pediatric Hematology & Oncology,5,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Yoram Unguru, MD",Pediatric Hematology & Oncology,5,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Susan Alisanski, MD",Hospice & Palliative Medicine,0,University of Virginia Medical Center,Charlottesville,VA
"Dr. Naomi Luban, MD",Pediatric Hematology & Oncology,0,Children National Medical Ctr,Washington,DC
"Dr. Mary McAdoo, MD",Pediatrics,0,Queen City Medical Center,Spearfish,SD
"Dr. Douglas Lehmann, MD",Pediatrics,1,Community Health Center,Rapid City,SD
"Dr. Joshua Barclay, MD",Internal Medicine,5,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. Michelle Snyderman, MD",Pediatrics,3,s Hospital,Brookfield,WI
"Dr. Linda Duska, MD",Hospice & Palliative Medicine,3,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. Mark DeBoer, MD",Pediatric Endocrinology,0,UVA Children's Hospital,Charlottesville,VA
"Dr. Michael Bryan, MD",Pediatric Endocrinology,4,Kaiser Permanente Capitol Hill Medical Center,Washington,DC
"Dr. Jill Maaske, MD",Pediatric Endocrinology,3,Kaiser Permanente Largo,Largo,MD
"Dr. Jeffrey Keefer, MD",Pediatric Hematology & Oncology,5,Johns Hopkins Hospital,Baltimore,MD
"Dr. Fariha Kamran, MD",Pediatric Endocrinology,5,Greenway Family Medical Center,Greenbelt,MD
"Dr. Jessica Lambert, MD",Pediatric Endocrinology,5,Kaiser Permanente Largo,Largo,MD
"Dr. Daniella Hines, MD",Pediatric Endocrinology,0,Kaiser Permanente Falls Church,Falls Church,VA
"Dr. Taisheng Lee, MD",Pediatric Endocrinology,5,Kaiser Permanente Falls Church,Falls Church,VA
"Dr. Deepak Kashyap, MD",Pediatric Endocrinology,5,Kaiser Permanente,Falls Church,VA
"Dr. James Casella, MD",Pediatric Hematology & Oncology,5,Johns Hopkins Hospital,Baltimore,MD
"Dr. Clifford Takemoto, MD",Pediatric Hematology & Oncology,3.5,Johns Hopkins Hospital,Baltimore,MD
"Dr. Christopher Gamper, MD",Pediatric Hematology & Oncology,5,Johns Hopkins Hospital,Baltimore,MD
"Dr. Melissa Buryk, MD",Pediatric Endocrinology,0,NAVAL MEDICAL CENTER,Portsmouth,VA
"Dr. Melissa Russell, MD",Pediatric Endocrinology,1,Children's Hospital,Norfolk,VA
"Dr. John Clore, MD","Endocrinology, Diabetes & Metabolism",3.5,VCU Medical Ctr,Richmond,VA
"Dr. Gilbert August, MD",Pediatric Endocrinology,0,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Katherine Philla, MD",Pediatric Endocrinology,5,WALTER REED ARMY MEDICAL CENTER,Washington,DC
"Dr. Paul Kaplowitz, MD",Pediatric Endocrinology,2.5,CHILDRENS NATIONAL MED CTR,Washington,DC
"Dr. Daniel Desalvo, MD",Pediatric Endocrinology,5,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Catherine Christie, MD",Pediatric Endocrinology,3.5,Kaiser Permanente Kensington,Kensington,MD
"Dr. Karen Vogt, MD",Pediatric Endocrinology,0,NATIONAL MILITARY MEDICAL CENTER,Bethesda,MD
"Dr. Candace Percival, MD",Pediatric Endocrinology,0,WALTER REED ARMY MEDICAL CENTER,Washington,DC
"Dr. Katherine Stanley, MD",Pediatric Endocrinology,0,Kaiser Permanente Kensington,Kensington,MD
"Dr. Noelle Larson, MD",Pediatric Endocrinology,3,WALTER REED ARMY MEDICAL CENTER,Washington,DC
"Dr. Sarika Rao, DO",Endocrinology,0,MEDSTAR WASHINGTON HOSPITAL,Washington,DC
"Dr. Michael Salrin, DO",Osteopathic Manipulative Therapy,3.5,VISTA MEDICAL CENTER,Oklahoma City,OK
"Dr. Pamela Ghezzi, DO",Neuromusculoskeletal Medicine,4.5,Posture Clinic,Oklahoma City,OK
"Dr. Gregg Eichman, DO",Osteopathic Manipulative Therapy,2.5,ST ANTHONY HOSPITAL,Oklahoma City,OK
"Dr. Michelle Krieger, MD",Pediatrics,5,HOLY CROSS HOSPITAL,Silver Spring,MD
"Dr. Lance Rosson, DO",Osteopathic Manipulative Therapy,2.5,Professional Medical Center,Oklahoma City,OK
"Dr. Marian Callaghan, MD",Child & Adolescent Psychiatry,0,THE CHILDRENS HOSPITAL,Philadelphia,PA
"Dr. Joshua Holloway, MD",Family Medicine,0,Kaiser Permanente Marlow Heights,Suitland,MD
"Dr. Paul Millea, MD",Alternative Care,5,Kaiser Permanente Falls Church,Falls Church,VA
"Dr. Liya Beyderman, MD",Pediatric Neurology,5,Alfred I. duPont Hospital,Wilmington,DE
"Dr. William Gaillard, MD",Pediatric Neurology,4.5,Children's National Medical Center,Washington,DC
"Dr. Donald Fishman, MD",Pediatrics,0,Childrens Ntnl Otptnt Clinic,Rockville,MD
"Dr. Jane Thrush, MD",Psychosomatic Medicine,4,Kaiser Oakland Medical Center,San Carlos,CA
"Dr. Charles Brill, MD",Pediatric Neurology,2.5,Alfred I. duPont Hospital,Wilmington,DE
"Dr. Stephen Falchek, MD",Pediatric Neurology,4,Alfred I. duPont Hospital,Wilmington,DE
"Dr. Amy Kao, MD",Pediatrics,5,Childrens National Medical Ctr,Washington,DC
"Dr. Elizabeth Wells, MD",Pediatric Neurology,5,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Samuel Shelburne, MD",Pediatrics,0,Childrens National Medical Ctr,Washington,DC
"Dr. Robert Leshner, MD",Neuromuscular Medicine,0,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Jonathan Hecht, MD",Pediatrics,0,Childrens National Medical Ctr,Washington,DC
"Dr. Matthew Schreiber, MD",Psychosomatic Medicine,0,Stanford Hospital,Stanford,CA
"Dr. Stephen Cummings, MD",Forensic Psychiatry,0,Edison Clinic,San Mateo,CA
"Dr. Mary Sage, MD",Psychosomatic Medicine,0,Kaiser Oakland Medical Center,San Carlos,CA
"Dr. William Campbell Jr, MD",Neurology,5,WALTER REED ARMY MEDICAL CENTER,Washington,DC
"Dr. Eve Maremont, MD",Psychosomatic Medicine,0,Kaiser Permanente Med Grp Psych,San Francisco,CA
"Dr. Bradley Novak, MD",Forensic Psychiatry,2.5,BELMONT HILLS HOSPITAL,Belmont,CA
"Dr. Renee Garcia, MD",Psychosomatic Medicine,0,RESTRICTED TO LA COUNTY MEDICAL CENTER,Los Angeles,CA
"Dr. Ricardo Roda, MD",Neurology,0,Johns Hopkins Hospital,Baltimore,MD
"Dr. Thomas Lloyd II, MD",Neurology,0,Johns Hopkins Hospital,Baltimore,MD
"Dr. Perry-Anthony Maliuanag, MD",Psychosomatic Medicine,0,Kaiser Permanente Medical Group,Santa Clara,CA
"Dr. Brett Morrison, MD",Neuromuscular Medicine,5,Johns Hopkins Hospital,Baltimore,MD
"Dr. Vinay Chaudhry, MD",Neurology,2.5,Johns Hopkins Hospital,Baltimore,MD
"Dr. Susan Turkel, MD",Child & Adolescent Psychiatry,0,Children's Hospital,Los Angeles,CA
"Dr. Robert Avery, DO",Neurology,0,Childrens National Medical Ctr,Washington,DC
"Dr. John Crawford, MD",Pediatric Neurology,2.5,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Harmohinder Athwal, MD",Child & Adolescent Psychiatry,4.5,Fremont Hospital,Fremont,CA
"Dr. Josephine Elia, MD",Child & Adolescent Psychiatry,4,Alfred I. duPont Hospital,Wilmington,DE
"Dr. Oliver Yost, MD",Child & Adolescent Psychiatry,4.5,Alfred I. duPont Hospital,Wilmington,DE
"Dr. Pamela Diefenbach, MD",Psychiatry,0,Kaiser Permanente Wateridge Medical Offices,Los Angeles,CA
"Dr. Veronica Meneses, MD",Developmental-Behavioral Pediatrics,0,TEXAS SCOTTISH RITE HOSPITAL,Dallas,TX
"Dr. Richard Adams, MD",Developmental-Behavioral Pediatrics,5,TEXAS SCOTTISH RITE HOSPITAL,Dallas,TX
"Dr. David Stone, MD",Psychosomatic Medicine,0,TORRANCE MEMORIAL MEDICAL CENTER,Torrance,CA
"Dr. Hoang Nguyen, MD",Psychosomatic Medicine,5,UCI Medical Center,Orange,CA
"Dr. Bobby Kaura, MD",Psychiatry,0,Patton State Hospital,Patton,CA
"Dr. Beth Parrish, MD",Neurodevelopmental Disabilities,5,St. Christopher's Hospital,Philadelphia,PA
"Dr. Maureen Fee, MD",Neurodevelopmental Disabilities,3.5,St. Christopher's Hospital,Philadelphia,PA
"Dr. David Ruskin, MD",Psychosomatic Medicine,0,HARBOR-UCLA MEDICAL CENTER,Torrance,CA
"Dr. Laurence Silverstein, MD",Geriatric Medicine,3,Providence Medical Center,Tarzana,CA
"Dr. Jyotila Singh, MD",Psychiatry,0,Patton State Hospital,Patton,CA
"Dr. Julia Chung, MD",Psychosomatic Medicine,0,Harbor UCLA Med Ctr,Torrance,CA
"Dr. Samuel Apeatu, MD",Clinical Neurophysiology,3,Long Island College Hospital,Brooklyn,NY
"Dr. Andrea Caldwell, MD",Psychosomatic Medicine,0,Harbor UCLA Med Ctr,Torrance,CA
"Dr. Randi Hagerman, MD",Developmental-Behavioral Pediatrics,5,UC Davis Mind Institute Clinic,Sacramento,CA
"Dr. Mary Beth Steinfeld, MD",Developmental-Behavioral Pediatrics,5,UC Davis Mind Institute Clinic,Sacramento,CA
"Dr. Romaine Schubert, MD",Clinical Neurophysiology,4,New York Methodist Hospital,Brooklyn,NY
"Dr. Melissa Pereau, MD",Psychiatry,3.5,Loma Linda Behavioral Med Ctr,Redlands,CA
"Dr. Eileen Dolan, MD",Developmental-Behavioral Pediatrics,5,Hackensack University Medical Center,Hackensack,NJ
"Dr. Danielle McBrian, MD",Pediatric Neurology,2.5,Columbia University Medical Center,New York,NY
"Dr. Randye Huron, MD",Developmental-Behavioral Pediatrics,4,Hackensack University Medical Center,Hackensack,NJ
"Dr. Sara Irene Zoesch, MD",Pediatrics,5,Carl R. Darnall Medical Center,Fort Hood,TX
"Dr. Stephanie Bolton, MD",Psychiatry,2.5,Loma Linda Behavioral Med Ctr,Redlands,CA
"Dr. Richard Olufs, MD",Pediatrics,5,King's Daughters Clinic,Temple,TX
"Dr. Paul Kent, MD",Epilepsy,4.5,Columbia University Medical Center,New York,NY
"Dr. Jahannaz Dastgir, DO",Neuromuscular Medicine,5,Columbia University Medical Center,New York,NY
"Dr. Omar Homsi, MD",Pediatrics,3.5,Killeen Pediatric Care Clinic,Killeen,TX
"Dr. Rebecca Riser, MD",Pediatrics,4.5,King's Daughters Clinic,Temple,TX
"Dr. Mitchell Elkind, MD",Vascular Neurology,5,Columbia University Medical Center,New York,NY
"Dr. Hiroshi Mitsumoto, MD",Neurology,3.5,Columbia University Medical Center,New York,NY
"Dr. Brian Berke, MD",Developmental-Behavioral Pediatrics,5,WILFORD HALL MEDICAL CENTER,Jbsa Lackland,TX
"Dr. Nhung Tran, MD",Developmental-Behavioral Pediatrics,4,White Memorial Hospital,Temple,TX
"Dr. Ellen Chan, MD",Pediatric Cardiology,0,Pediatric Specialty Care Clinic,San Francisco,CA
"Dr. Sarina Behera, MD",Pediatric Cardiology,3.5,Pediatric Specialty Clinic,San Francisco,CA
"Dr. Harold Tarnoff, MD",Pediatric Cardiology,0,Kaiser Permanente Medical Group,San Francisco,CA
"Dr. Lidia Rodriguez, MD",Internal Medicine,4,Golden Valley Health Center,Merced,CA
"Dr. Parminder Sidhu, MD",Oncology,3.5,Mercy Medical Center,Merced,CA
"Dr. Farhad Mazdisnian, MD",Critical Care Medicine,0,St. Mary's Medical Center,San Francisco,CA
"Dr. Imtiaz Malik, MD",Hematology,4,El Portal Comprehensive Cancer Center,Merced,CA
"Dr. Carla Toms, MD",Forensic Pathology,0,Oroville Hospital,Oroville,CA
"Dr. Matthew Hawkins Jr, MD",Hospital Medicine,0,Oroville Hospital,Oroville,CA
"Dr. Nhia Vang, MD",Family Medicine,4,Oroville Hospital,Oroville,CA
"Dr. Min Park, DO",Internal Medicine,1,Oroville Hospital,Oroville,CA
"Dr. Stuart Miller, MD",Cardiology,3,Oroville Hospital,Oroville,CA
"Dr. Larry Dickey, MD",Public Health & General Preventive Medicine,0,LAGUNA HONDA HOSPITAL,San Francisco,CA
"Dr. Walter Morgan, MD",Public Health & General Preventive Medicine,0,UC Davis Medical Ctr,Sacramento,CA
"Dr. Joseph Engelman, MD",Public Health & General Preventive Medicine,5,San Francisco City Clinic,San Francisco,CA
"Dr. Barbara Wismer, MD",Internal Medicine,3.5,Tom Waddell Health Center,San Francisco,CA
"Dr. Anas Hana, MD",Internal Medicine,5,Hana Holistic Medical Center,Berkeley,CA
"Dr. Bruce Thompson, MD",Occupational Medicine,4,North Oakland Medical Clinic,Oakland,CA
"Dr. Sal Fazio, MD",Internal Medicine,4.5,Kaiser Permanente Specialty Svs,San Francisco,CA
"Dr. George VanDermark, MD",Forensic Pathology,0,Contra Costa Med Ctr,Martinez,CA
"Dr. Christina Wang, MD",Occupational Medicine,0,Kaiser Permanente Occupnl Med,San Francisco,CA
"Dr. Walter Semkiw, MD",Occupational Medicine,1,Kaiser Permanente Occupnl Med,San Francisco,CA
"Dr. Paul Johnson, MD",Internal Medicine,0,Kaiser Permanente Occupnl Med,San Francisco,CA
"Dr. Sarah Janssen, MD",Occupational Medicine,2.5,Kaiser Permanente Occupnl Med,San Francisco,CA
"Dr. Tuan Duong, MD",Internal Medicine,5,Fog City Medical Clinic,San Francisco,CA
"Dr. William Ellis, MD",Ophthalmology,4.5,Ellis Eye and Laser Medical Center,El Cerrito,CA
"Dr. Sarah Woerner, MD",Pediatrics,5,Western Sierra Medical Clinic,Grass Valley,CA
"Dr. Vicken Melikian, MD",Critical Care Surgery,0,Kaiser Permanente SF Cardiology,San Francisco,CA
"Dr. Linda Reilly, MD",Critical Care Surgery,5,UCSF Vascular Surgery Clinic,San Francisco,CA
"Dr. Terrence Liu, MD",Critical Care Surgery,0,Alameda Health System,Oakland,CA
"Dr. Miriam Bullard, MD",Critical Care Surgery,0,Alameda Health System,Oakland,CA
"Dr. Timothy Chuter, MD",Critical Care Surgery,0,UCSF Vascular Surgery Clinic,San Francisco,CA
"Dr. Gregory Victorino, MD",Critical Care Surgery,0,Alameda Health System,Oakland,CA
"Dr. Elsa Hirvela, MD",Critical Care Surgery,0,Alameda Health System,Oakland,CA
"Dr. Emmett Chase Sr, MD",Public Health & General Preventive Medicine,0,Kimaw Medical Center,Hoopa,CA
"Dr. Eva Smith, MD",Public Health & General Preventive Medicine,0,Kimaw Medical Center,Hoopa,CA
"Dr. Margarett Davis, MD",Pediatrics,0,UC Davis Medical Ctr,Sacramento,CA
"Dr. Thomas Eagan, DO",Obstetrics & Gynecology,4.5,WOMENS HEALTH CENTER,Grants Pass,OR
"Dr. Linda Hopkins, MD",Obstetrics & Gynecology,0,Rogue Valley Medical Center,Medford,OR
"Dr. Nicholas Mills, MD",Obstetrics & Gynecology,5,Medford Womens Clinic,Ashland,OR
"Dr. Carlos Milla, MD",Pediatric Pulmonology,5,LPCH STANFORD UNIVERSITY MEDICAL CENTER,Palo Alto,CA
"Dr. Clare Dimaunahan, MD",Pediatric Pulmonology,3.5,Kaiser Permanente Medical Group,Santa Clara,CA
"Dr. Richard Battey, MD",Obstetrics & Gynecology,3,WOMENS HEALTH CENTER,Grants Pass,OR
"Dr. Caroline Kelly, MD",Obstetrics & Gynecology,3.5,WOMENS HEALTH CENTER,Grants Pass,OR
"Dr. Tamara Medley, MD",Obstetrics & Gynecology,4.5,WOMENS HEALTH CENTER,Grants Pass,OR
"Dr. Felicia Cohen, MD",Obstetrics & Gynecology,4.5,WOMENS HEALTH CENTER,Grants Pass,OR
"Dr. Mary Strizzi, DO",Obstetrics & Gynecology,4.5,Medford Womens Clinic,Ashland,OR
"Dr. Mymy Buu, MD",Pediatric Pulmonology,0,LPCH STANFORD UNIVERSITY MEDICAL CENTER,Palo Alto,CA
"Dr. Rami Keisari, MD",Pediatric Pulmonology,0,Pediatric Subspecialty Clinic,San Jose,CA
"Dr. Joseph Eker, MD",Occupational Medicine,0,Chemawa Indian Health Center,Salem,OR
"Dr. Michael Tracy, MD",Pediatric Pulmonology,0,LPCH STANFORD UNIVERSITY MEDICAL CENTER,Palo Alto,CA
"Dr. Mary Kleinhenz, MD",Pulmonology,5,UCSF Medical Center,San Francisco,CA
"Dr. George Lin, DO",Dermatopathology,1,Kaiser Permanente Medical Center,Sacramento,CA
"Dr. John Reichle, MD",Occupational Medicine,2.5,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. Jeffrey Golden, MD",Pulmonology,0,UCSF Medical Center,San Francisco,CA
"Dr. Talmadge King Jr, MD",Pulmonology,0,UCSF Medical Center,San Francisco,CA
"Dr. Harold Collard, MD",Critical Care Medicine,0,UCSF Medical Center,San Francisco,CA
"Dr. Tsuyoshi Mitarai, MD",Critical Care Medicine,5,Stanford Hospital,Stanford,CA
"Dr. Gundeep Dhillon, MD",Critical Care Medicine,5,STANFORD HOSPITAL AND CLINIC,Stanford,CA
"Dr. Ann Weinacker, MD",Critical Care Medicine,5,STANFORD HOSPITAL AND CLINIC,Stanford,CA
"Dr. Amy Kerfoot, MD",Occupational Medicine,0,Kaiser Permanente Mill Plain One Medical Office,Vancouver,WA
"Dr. Fernando Proano, MD",Occupational Medicine,2,Urgent Medical Center,Vancouver,WA
"Dr. Paul Won, MD",Occupational Medicine,1,Kaiser Permanente Mill Plain One Medical Office,Vancouver,WA
"Dr. Richard Baertlein, MD",Occupational Medicine,0,Kaiser Permanente Mill Plain One Medical Office,Vancouver,WA
"Dr. Lindsey Martinson, MD",Occupational Medicine,4,Kaiser Permanente Mill Plain One Medical Office,Vancouver,WA
"Dr. Homer Boushey, MD",Pulmonology,5,UCSF Medical Center,San Francisco,CA
"Dr. Timothy Craven, MD",Family Medicine,0,Kaiser Permanente The Portland Clinic,Tigard,OR
"Dr. Juliana Barr, MD",Critical Care Medicine,0,Stanford University Medical Center,Stanford,CA
"Dr. Rachel Fischer, MD",Occupational Medicine,1,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. Timothy Angelotti, MD",Critical Care Medicine,0,Stanford University Medical Center,Stanford,CA
"Dr. Ludwig Lin, MD",Critical Care Medicine,0,Stanford University Medical Center,Stanford,CA
"Dr. Robert Davis, MD",Occupational Medicine,2,Kaiser Permanente Interstate Medical Office South,Portland,OR
"Dr. Claudia Foster-Olson, MD",Occupational Medicine,3.5,Vancouver Clinic,Vancouver,WA
"Dr. Tze-Ming Chen, MD",Critical Care Medicine,5,STANFORD HOSPITAL AND CLINIC,Stanford,CA
"Dr. Barbara de la Torre, MD",Family Medicine,4.5,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. Jennifer Donohue, MD",Family Medicine,4.5,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. Steven Hays, MD",Critical Care Medicine,4,UCSF Medical Center,San Francisco,CA
"Dr. Cynthia Caraballo, MD",Family Medicine,4.5,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. Adrianne Feldstein, MD",Occupational Medicine,1,Kaiser Permanente Interstate Medical Office South,Portland,OR
"Dr. Ezra Rabie, MD",Occupational Medicine,0,Kaiser Permanente Interstate Medical Office South,Portland,OR
"Dr. Tanya Carter, DO",Family Medicine,4.5,Family Practice Clinic,Tigard,OR
"Dr. Tori Jones, MD",Family Medicine,5,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. Mary Jo Clarke, MD",Family Medicine,4.5,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. Deborah Harper, MD",Pediatrics,5,Riverfront Medical Center,Spokane,WA
"Dr. Hubert Chen, MD",Critical Care Medicine,0,UCSF Medical Center,San Francisco,CA
"Dr. Shobana Rajagopal, MD",Family Medicine,4,Kaiser Permanente Murrayhill Medical Office,Beaverton,OR
"Dr. Laurel Westly, MD",Family Medicine,5,Kaiser Permanente Tualatin Medical Office,Tualatin,OR
"Dr. Michael Chen, MD",Family Medicine,5,Kaiser Permanente The Portland Clinic,Tigard,OR
"Dr. Patrick Marmion, MD",Public Health & General Preventive Medicine,5,LEGACY SALMON CREEK HOSPITAL,Vancouver,WA
"Dr. Hannah Edwards, MD",Occupational Medicine,0,Kaiser Permanente Beaverton Medical Office,Beaverton,OR
"Dr. John Seymour, MD",Occupational Medicine,5,Kaiser Permanente Interstate Medical Office South,Portland,OR
"Dr. Kimberly Grandinetti, MD",Pediatrics,4,Riverfront Medical Center,Spokane,WA
"Dr. M Timothy Seppa, MD",Pediatrics,0,Riverfront Medical Center,Spokane,WA
"Dr. Randi Edwards, MD",Pediatrics,5,Riverfront Medical Center,Spokane,WA
"Dr. Linda Humphrey, MD",Internal Medicine,5,Portland VA Medical Center,Portland,OR
"Dr. Kevin Walters, MD",Occupational Medicine,3.5,Kaiser Permanente North Lancaster Medical Office,Salem,OR
"Dr. Paul Armerding, MD",Family Medicine,0,Mid-Columbia Med Ctr,Tulsa,OK
"Dr. Jennifer Larson, MD",Family Medicine,4,Mid-Columbia Medical Center,The Dalles,OR
"Dr. Charles Miller, MD",Family Medicine,5,Mid-Columbia Med Ctr,Tulsa,OK
"Dr. Gregory Melby, MD",Family Medicine,5,Mid-Columbia Med Ctr,Tulsa,OK
"Dr. Judy Richardson, MD",Family Medicine,4.5,Mid-Columbia Med Ctr,Tulsa,OK
"Dr. Stephen McLennon, MD",Family Medicine,5,Mid-Columbia Med Ctr,Tulsa,OK
"Dr. David White, MD",Family Medicine,5,Pacific Medical Center,Seattle,WA
"Dr. Kenneth Park, DO",Obstetrics & Gynecology,5,Coastal Health Center,Arroyo Grande,CA
"Dr. Charla Morgan, DO",Obstetrics & Gynecology,0,Santa Maria Women's Health Center,Santa Maria,CA
"Dr. Elaine Yin, MD",Obstetrics & Gynecology,4.5,Santa Maria Women's Health Center,Santa Maria,CA
"Dr. Perla Park, MD",Obstetrics & Gynecology,2.5,Community Health Center,Santa Maria,CA
"Dr. June Greene, MD",Internal Medicine,5,Kaiser Permanente Mt Scott Medical Office,Portland,OR
"Dr. Khurram Naqvi, MD",Internal Medicine,4.5,Kaiser Permanente Cascade Park Medical Offices,Vancouver,WA
